filename,orig_eme,enh_eme,eme_gain,orig_ten,enh_ten,ten_gain,time
38.png,12.097229338788324,10.439711772675484,-13.701629684726303,32729880.0,1334343516.0,3976.83595540222,18.992119550704956
39.png,0.6352994336971526,0.4659848234000282,-26.651150830056725,123095928.0,2115425448.0,1618.517811572126,17.586479425430298
40.png,0.6857824927253663,0.5018978853455525,-26.813838109083033,135352588.0,2332222880.0,1623.072247425369,17.002349853515625
42.png,2.8248342832114455,2.377819439075774,-15.824462581482033,40017312.0,1383424440.0,3357.064882318932,17.149099826812744
43.png,1.0710782349616437,0.7158830871963394,-33.16239058653117,151496048.0,3424307968.0,2160.3282482985956,16.282868146896362
44.png,1.115829116623935,0.6634516023546045,-40.541827375687134,153235684.0,3457822076.0,2156.5384156865184,16.24170994758606
45.png,10.412959381079299,9.938214608492899,-4.559172423634217,15776040.0,743265844.0,4611.3587693743175,17.944528579711914
46.png,8.191868901914166,6.760516132079672,-17.47284761234442,17159380.0,740583552.0,4215.910901209718,19.015137672424316
47.png,5.338282969173187,4.793604530085448,-10.203251536740861,172629168.0,4590044356.0,2558.904291307249,16.94719099998474
48.png,4.581940891397691,3.142048287730941,-31.425385830927215,170764056.0,4402916500.0,2478.362568291304,16.7668673992157
5.png,2.285394668724942,1.791442997010023,-21.61340789293529,245981056.0,7112502748.0,2791.48394744675,16.69275736808777
50.png,6.721191874196572,5.471398634513383,-18.59481566775811,108599256.0,3277445580.0,2917.926365904385,17.15280508995056
51.png,4.7875864425037395,4.248269089821121,-11.264911018516768,207549076.0,4779847680.0,2202.996366989367,17.232473373413086
52.png,4.832404597832866,4.289598138533342,-11.232636843838586,206476656.0,4786625504.0,2218.240520129307,17.48510766029358
53.png,3.178556308771903,2.82310488296646,-11.182794680229492,119603052.0,3496200992.0,2823.1703819731956,17.16743493080139
54.png,3.3410301508859552,2.3205945446299014,-30.542544070889647,121696940.0,3544997816.0,2812.972023783014,17.155712604522705
56.png,8.619637538010064,8.487178566037176,-1.5367116237635587,28930272.0,1164125552.0,3923.901164842142,17.886078596115112
57.png,2.4071416660906775,1.8708652304064495,-22.278557312963166,101395800.0,3244059172.0,3099.4019200006314,17.091211795806885
58.png,3.2830812491046566,2.3559816568860414,-28.23870388439057,103729036.0,3362387660.0,3141.5105641201562,17.10267925262451
59.png,1.3779032638289679,0.9595665679925338,-30.360382097792904,223999980.0,6843942240.0,2955.331629940324,17.40115475654602
6.png,2.247029845245796,1.7261217400008397,-23.1820732753986,251714976.0,7217279568.0,2767.2428167325256,16.75031304359436
9.png,2.3383943367502993,1.9475368715445713,-16.714779841149817,34153016.0,1177755372.0,3348.4666654330026,16.86310076713562
10.png,2.358731848850137,1.9621746895654206,-16.812303589237363,34179704.0,1178203332.0,3347.084655853076,10.540019989013672
12.png,10.226787898502154,9.822760180158754,-3.9506805299303713,56006316.0,2096767500.0,3643.805430801769,7.774797677993774
13.png,1.743433898742791,1.293402510637239,-25.812930930738155,62895824.0,2033886684.0,3133.7388313729703,7.35201358795166
14.png,1.7785277063682574,1.357311702088105,-23.68340975358056,62804644.0,2029282028.0,3131.1018720208017,7.846933841705322
15.png,5.468001673327027,4.955774622817361,-9.367719344496825,18837364.0,804037316.0,4168.311192585119,7.2217583656311035
16.png,5.418148172822763,4.762205690042795,-12.106396168162243,18971632.0,805838804.0,4147.59875165194,6.028774738311768
17.png,5.448118475142273,4.754637219145589,-12.728821136338722,175907224.0,4358687852.0,2377.8333446953834,6.785262584686279
18.png,5.20411123654467,4.57085192891497,-12.16844296453125,175278164.0,4362055940.0,2388.6476674869778,6.51926589012146
2.png,1.703976765193231,1.1413173349219248,-33.02036986446236,183087272.0,4227946132.0,2209.2518042433885,6.2975194454193115
21.png,3.852656407679231,3.2505950813935343,-15.62717415146728,63650692.0,2089104668.0,3182.139757412221,6.48421311378479
24.png,7.949098267963818,7.969206827015152,0.25296654253697426,26313712.0,1024040168.0,3791.6598615961134,6.411702871322632
25.png,1.3528394530112378,1.089753419298411,-19.446951604437075,69168488.0,1474555500.0,2031.8313333667206,5.697184085845947
26.png,1.371910120154898,1.1146550563277677,-18.751597502472276,70097716.0,1479537688.0,2010.678881463128,5.810336351394653
27.png,10.029535718925525,9.721485130583194,-3.071434181754256,11888976.0,571132864.0,4703.886087414089,6.245880603790283
28.png,10.1530082083407,9.709129608882453,-4.371892451476598,11829752.0,570638848.0,4723.760024724103,6.810898542404175
33.png,9.685859248256461,9.536921999806353,-1.5376771913851481,104746548.0,2674719876.0,2453.516012766359,7.271121263504028
35.png,4.414612037295998,3.134635007435701,-28.99410002615538,130882600.0,3684127324.0,2714.8335408984844,6.1341869831085205
36.png,5.7148865290443585,4.910167429873352,-14.08110371188019,132648452.0,3812709892.0,2774.2965594502375,7.786240100860596
38.png,12.097229338788324,10.439711772675484,-13.701629684726303,32729880.0,1334343516.0,3976.83595540222,7.1420745849609375
39.png,0.6352994336971526,0.4659848234000282,-26.651150830056725,123095928.0,2115425448.0,1618.517811572126,7.18691611289978
40.png,0.6857824927253663,0.5018978853455525,-26.813838109083033,135352588.0,2332222880.0,1623.072247425369,7.704182863235474
42.png,2.8248342832114455,2.377819439075774,-15.824462581482033,40017312.0,1383424440.0,3357.064882318932,7.0834641456604
43.png,1.0710782349616437,0.7158830871963394,-33.16239058653117,151496048.0,3424307968.0,2160.3282482985956,5.98642897605896
44.png,1.115829116623935,0.6634516023546045,-40.541827375687134,153235684.0,3457822076.0,2156.5384156865184,9.620847225189209
45.png,10.412959381079299,9.938214608492899,-4.559172423634217,15776040.0,743265844.0,4611.3587693743175,16.64403486251831
46.png,8.191868901914166,6.760516132079672,-17.47284761234442,17159380.0,740583552.0,4215.910901209718,17.733753442764282
47.png,5.338282969173187,4.793604530085448,-10.203251536740861,172629168.0,4590044356.0,2558.904291307249,17.65281844139099
48.png,4.581940891397691,3.142048287730941,-31.425385830927215,170764056.0,4402916500.0,2478.362568291304,16.57353925704956
5.png,2.285394668724942,1.791442997010023,-21.61340789293529,245981056.0,7112502748.0,2791.48394744675,16.26553463935852
50.png,6.721191874196572,5.471398634513383,-18.59481566775811,108599256.0,3277445580.0,2917.926365904385,17.268203258514404
51.png,4.7875864425037395,4.248269089821121,-11.264911018516768,207549076.0,4779847680.0,2202.996366989367,17.569814443588257
52.png,4.832404597832866,4.289598138533342,-11.232636843838586,206476656.0,4786625504.0,2218.240520129307,16.619317531585693
53.png,3.178556308771903,2.82310488296646,-11.182794680229492,119603052.0,3496200992.0,2823.1703819731956,16.39714789390564
54.png,3.3410301508859552,2.3205945446299014,-30.542544070889647,121696940.0,3544997816.0,2812.972023783014,16.23529887199402
56.png,8.619637538010064,8.487178566037176,-1.5367116237635587,28930272.0,1164125552.0,3923.901164842142,16.955737113952637
57.png,2.4071416660906775,1.8708652304064495,-22.278557312963166,101395800.0,3244059172.0,3099.4019200006314,16.17707324028015
58.png,3.2830812491046566,2.3559816568860414,-28.23870388439057,103729036.0,3362387660.0,3141.5105641201562,16.74860167503357
59.png,1.3779032638289679,0.9595665679925338,-30.360382097792904,223999980.0,6843942240.0,2955.331629940324,16.412439346313477
6.png,2.247029845245796,1.7261217400008397,-23.1820732753986,251714976.0,7217279568.0,2767.2428167325256,16.81126880645752
9.png,2.3383943367502993,1.9475368715445713,-16.714779841149817,34153016.0,1177755372.0,3348.4666654330026,16.770243883132935
